primary,celllinename,tissue,gcell_gene__nrpkm_ALK,gcell_gene__nrpkm_APC,gcell_gene__nrpkm_ARID1A,gcell_gene__nrpkm_BCL6,gcell_gene__nrpkm_BRAF,gcell_gene__nrpkm_CBL,gcell_gene__nrpkm_CDKN2A,gcell_gene__nrpkm_CIC,gcell_gene__nrpkm_CSMD3,gcell_gene__nrpkm_CTNNB1,gcell_gene__nrpkm_DAXX,gcell_gene__nrpkm_DNAH5,gcell_gene__nrpkm_DNAJB1,gcell_gene__nrpkm_DNMT3A,gcell_gene__nrpkm_EGFR,gcell_gene__nrpkm_ERBB2,gcell_gene__nrpkm_FBXW7,gcell_gene__nrpkm_GLI1,gcell_gene__nrpkm_IDH1,gcell_gene__nrpkm_KMT2D,gcell_gene__nrpkm_KRAS,gcell_gene__nrpkm_LGALS7,gcell_gene__nrpkm_MET,gcell_gene__nrpkm_MUC16,gcell_gene__nrpkm_NFE2L2,gcell_gene__nrpkm_NOTCH2,gcell_gene__nrpkm_PIK3CA,gcell_gene__nrpkm_PRCC,gcell_gene__nrpkm_PTEN,gcell_gene__nrpkm_RUNX1,gcell_gene__nrpkm_TET2,gcell_gene__nrpkm_TP53,gcell_gene__nrpkm_TP63
CL586504,RKO-E6,Colon,0,6.983852002,11.98805118,1.251584208,6.80031953,15.16571782,0.083387804,7.931738438,0.001224124,91.21296885,42.76640178,0.028417023,103.2037653,1.344046287,2.94138374,15.64865163,4.681071246,0.059152359,14.14761327,9.037157529,7.90450887,0,18.83944084,0,10.2693387,11.90454732,3.506741207,21.58881025,3.180600507,5.199404008,1.203196899,16.08133378,0
CL587123,PC-9,Lung,0.015431837,2.27856944,9.847777748,42.03130377,3.225546332,2.618857301,62.27589806,7.591039054,0,60.21013223,21.06291688,0.492166316,58.46956509,5.771179206,33.72436122,46.77279072,3.562136627,0.011258071,97.90632009,5.58679534,8.181420071,0,20.2511308,22.7121688,19.6178561,6.644304312,2.782443488,29.48273298,2.44200995,6.943897339,1.941491094,40.65673998,0.046792167
CL586653,RCM-1,Colon,0.009465336,0.719009571,10.63516954,0.905755398,4.241300669,4.509071472,9.332935263,4.504530231,0.006966434,203.0971175,35.09702714,0.073872065,69.25787924,1.148353065,5.71883923,30.99148331,3.308354342,0.030210677,118.1411295,9.647752373,10.03424298,0,27.57000754,0.270689687,21.62999539,9.021444517,5.29295283,27.65333896,4.15606055,11.67889292,0.844504823,2.300909243,0.01674204
CL586654,PMF-ko14,Colon,0,5.103686028,15.8737285,7.443616066,2.900247748,5.241688357,20.88731227,8.454902346,0,91.23071427,24.92916928,0.05836985,67.96138298,0.588708618,12.02067097,15.89529095,1.611511296,0.04824329,75.5122548,5.533745631,9.151862858,0,26.99860453,0.006737704,21.92776344,9.644790505,2.210683713,35.74377728,3.826371116,14.07909051,1.465976058,43.86452617,0.043187769
CL131997,RERF-LC-OK,Lung,0.005576563,7.665793005,24.94365495,7.738793018,5.093971065,12.92171229,0.02912372,9.771821289,0,99.13836414,54.04805931,0.952783239,49.38962869,0.515555483,36.70928459,12.61849768,2.259262221,0.045768376,18.67212683,7.367228716,5.059289437,0,38.30043331,0.009652649,23.30346727,39.26220919,4.669476127,21.38507269,9.380751027,15.61723276,1.31197634,25.88529032,0.186000811
CL586347,SCLC-21H,Lung,0.277365741,9.142082665,38.75226997,1.150831133,6.110363751,2.940286909,40.6752423,24.09879613,0.150418665,37.62997969,53.2881806,0.310386073,28.22968668,6.637745476,0.715288463,1.717073278,4.71570762,0.079874261,13.07133016,21.94808724,3.712828074,0,7.081380395,0,16.03381086,0.543845954,1.975688472,52.35902346,2.224768768,0.437295247,2.798994002,15.64436063,0.008852884
CL583691,SK-CO-1,Colon,0,2.859476932,12.93260628,2.2260652,7.518962575,7.742733635,1.340825038,3.535343523,0,129.0939718,29.90468153,0.266103892,55.92939482,3.269800629,27.8296874,56.1255096,4.025513146,0.010091606,68.31318379,10.82579297,23.37298849,0,58.53110905,0,25.70736266,10.59503854,2.504183228,45.69640234,7.159188914,23.82079819,2.656904346,57.80305448,0.072702867
CL586348,SCLC-22H,Lung,0.094770331,6.000596467,19.06352405,4.237227369,2.652513607,2.25662621,59.00180685,15.92975944,0.009300057,25.84328257,53.46646703,0.159920766,28.73566702,5.823086668,2.572728491,1.495477662,3.806381157,0.090744033,18.07265539,4.468152807,3.430195708,0,15.7841038,0.000356611,17.76334264,0.161365738,2.426357057,49.12492135,1.582085531,1.197417779,1.514237165,18.3226619,0.062261566
CL130037,SK-MES-1,Lung,0,3.240132836,15.5933431,5.215099481,2.683354754,8.413185766,0.013512341,10.85463046,0,90.82331129,20.94587491,0.742218459,78.38143545,2.193318743,56.43880281,5.250387914,3.392101772,0.070782843,39.14181294,5.414959802,4.241309519,0,77.72143137,0,34.81593154,28.72559246,3.982957518,50.48086668,4.697298043,12.19553259,1.963927584,0.964791971,3.491129157
CL586508,SW 900,Lung,0.047596078,4.417749005,19.15323116,14.5358174,6.162426572,7.776831856,0,19.68623358,0.018974824,128.5992721,20.69133677,4.135033875,63.58384158,4.447787723,23.27804465,8.820187518,3.315038784,0.016276417,39.75736396,16.1744846,26.72491115,0,94.43515137,0.062236914,30.20063889,20.28246669,4.328024577,48.67813226,3.716367458,15.59902517,1.989795282,3.426077873,3.027714601
CL131231,SW 48,Colon,0.008229587,4.984375532,8.599839073,1.68000915,6.310096566,8.838694267,0.469905847,10.83467878,0.001345984,75.28683506,33.51228341,0.019673343,69.11378275,5.862508761,63.72288999,30.31096012,3.207335202,0.26016358,44.10664287,11.70969123,6.555707831,0,9.260706896,0,18.25507991,11.77053634,2.307928642,45.70543131,6.198806166,0.931593764,1.711812679,27.60061209,0.036044119
CL583683,SW 480,Colon,2.613531548,3.619167633,14.75846854,0.429913662,2.932953468,12.045129,10.19568754,10.31181618,0.020813826,268.5138056,26.51377281,0.027837274,97.8748904,2.226510939,20.08561536,13.61001323,2.593312384,0.03868344,9.98819671,14.84503501,15.30162856,0,0.985180169,0.010641419,15.96748893,10.76269961,3.239015481,26.72806206,2.892523126,17.17488362,0.465493516,52.2372748,0
CL586493,SNU-C1,Colon,0,0.518916544,18.5233688,4.056869878,8.138974548,5.583634479,0.658699933,7.548394236,0,102.6108026,24.87087195,0.041492757,58.58262667,2.791704109,18.1337306,72.73809107,4.750101989,0.010552061,154.6285499,12.03987997,7.179771177,0,25.03059205,0.003047902,27.13295991,4.900683127,2.586971171,27.75164873,7.20475575,20.25284137,1.472774035,1.698624981,0.011695403
CL586160,T84,Colon,0,1.868393151,5.799044417,2.011414876,6.612296241,4.659612577,6.571348312,1.231707086,0,59.85144598,38.3831718,0.021120133,211.7293687,1.799087693,8.327352612,9.872675564,5.810407634,0.03043612,80.09704708,7.203381292,13.61017272,0,42.00561366,0.028885695,24.39908802,2.1328082,3.219527658,26.08952428,6.370310001,3.615547917,0.741831565,6.096774028,0.008433487
CL131973,VMRC-LCD,Lung,0,19.57550053,8.011898947,0.934800395,5.384790484,3.17484686,0,6.452084573,0.001444111,32.70794939,39.2288296,0.335238191,38.36069821,12.31222835,0.130166958,1.048834387,15.33340266,0.016103671,70.56580088,20.61475088,12.59994257,0,40.34694124,0,24.1225668,0.606194241,2.909515783,49.02827493,4.941270562,2.461057092,3.386865018,10.26361523,0.002974757
CL586245,SW 1116,Colon,0,3.170553345,11.2445129,0.999534069,4.551355754,6.420216578,15.97143979,6.892521723,0.033148856,67.85314775,18.7280251,0.180505378,89.18355766,2.251424388,25.34161623,58.87084783,3.00085101,0.030804326,68.00417515,6.697799705,12.8798926,0,100.1424681,0.133888489,22.48583012,6.601720613,4.528383877,25.18807557,7.181574619,20.95917275,0.927882875,59.99392832,0
CL586244,SW 403,Colon,0,3.795545915,13.25049737,1.099897832,2.035195361,4.948278079,0.555718626,5.317012418,0,198.1948161,21.59266095,0.053522396,70.92809838,0.754214592,3.093715981,39.64977627,2.471703489,0.15674982,79.42461754,5.41651216,6.546254885,0,18.15797844,0.001232008,26.19855519,4.810794887,2.59430134,42.78783229,5.292318859,16.41280868,0.9508405,4.999445903,0.00827305
CL584994,SW 620,Colon,0.004717727,3.972292347,17.32764858,1.329370265,5.288025395,11.97053258,18.60694364,6.484270576,0.515046059,129.7355816,33.71313641,0.040799906,70.72327563,3.561697358,0.005490764,4.05468793,2.879650933,0.008604373,13.65533064,15.02557154,19.91991223,0,27.94578812,0.000355046,9.108792862,0.711346196,2.143687711,28.68198345,6.012777944,24.30239332,0.495606613,44.27849097,0
CL586114,TC-1,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586407,UMC-11,Lung,0,2.789857689,21.77712246,1.909154962,4.797844829,2.708521061,0,4.536201065,0.227691986,119.5442882,27.96680599,0.393219394,13.55784188,7.777724371,0.10243046,0.177034689,12.25638602,0.014592272,143.1008343,10.49253702,174.859397,0,23.34184075,0,28.55470884,1.18832693,2.161575546,52.23925167,5.342617543,1.018914152,2.898990577,2.122408964,0
CL583693,SW 837,Colon,0.002342114,2.966639101,15.77275231,1.014744589,4.197890441,11.17586829,24.07696089,8.084336934,0.001149189,49.70571761,13.5324453,0.075092082,45.19035858,2.547997177,13.50132275,23.32620106,1.45980469,0.145235699,40.71939887,10.13841202,10.14942174,0,49.30374503,0.667330186,17.36210979,16.09680411,3.862834962,28.79385297,6.161728567,6.546926247,1.340717457,36.47754502,0.028406885
CL129766,SW 1573,Lung,0.032198492,5.052187788,19.77224105,0.926525047,4.395397038,5.464239688,0,11.60471015,1.416608261,65.3791907,27.55530078,0.232049487,55.15465906,4.471738211,15.00383863,16.61144798,2.427867872,0.029362424,10.45888848,12.33390157,4.914679504,0,9.193114998,0.370748185,15.46962764,17.29723104,1.389504957,39.64521488,3.940231102,7.784068752,0.749419583,39.67739701,0.002711993
CL586246,SW 948,Colon,0,3.976971672,13.87713832,1.19698279,3.639469122,7.745762488,12.20361905,13.21503908,0,75.64683303,27.73351774,0.031451568,60.21215241,3.552580429,17.09989344,52.54071542,3.130313251,0.165111414,119.5092774,8.299420946,17.43503321,0,52.36785247,0,37.76328915,9.331730846,3.452923243,33.23485822,5.672450021,3.851531767,1.154592862,4.51444485,0
CL132498,SW 1463,Colon,0,0.519772421,14.39746184,2.092709593,2.941320943,5.251722989,11.61120799,3.107672225,0.001370463,156.1801444,27.16215619,0.047132076,26.20090325,2.321422577,4.097574581,24.35668526,1.842939838,0.015282406,54.11898489,7.429245796,10.13348697,0,23.7215237,0.002102017,18.41632837,3.920378694,2.497783519,30.60148079,5.660592927,3.116299313,0.60440819,34.67864573,0.002823049
CL132496,SW 1417,Colon,0.013504529,2.682005854,10.58713841,0.722206586,4.135893638,8.255180007,1.993582762,8.299594605,0.690226185,312.307271,31.73095255,0.076910509,94.64695845,1.65913505,15.33227591,20.09656799,2.542082189,0.004105013,31.66129994,8.99612945,3.610306954,0,74.58257779,0.0301509,28.32790073,1.181107903,2.974295928,31.91577865,5.474107827,16.59779038,0.878768346,1.512844906,2.111108018
CL90000404,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000297,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586489,Hs 255.T,Colon,0.014865827,8.275074197,14.10586295,19.10438656,4.664812553,9.721665285,16.4383617,16.04888513,0,100.5514525,22.78230131,0.618773918,50.27493504,1.680270454,16.22611846,33.28597679,13.760018,0.614558326,25.87462883,7.401350636,13.60997124,0,7.479914104,0.003729236,53.7695252,53.93609892,4.499660565,30.33577365,10.34668906,13.99439285,0.922671943,21.85530485,0.020033743
CL586273,Hs 675.T,Colon,0,9.094471363,11.67158959,17.82857176,5.117244099,11.34673799,2.683015485,10.76401348,0.002180561,107.1152219,36.79587271,1.426731491,36.70799428,2.72450718,19.91082931,18.85956733,5.931511693,0.040526724,42.91289124,9.11762849,8.41698436,0,11.08560101,0,119.3897295,27.72623759,5.930762737,23.40537111,13.61710863,10.20152837,1.45184116,18.43450114,0.008983579
CL90000325,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000791,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586749,A549  GDC-0941RF,Lung,0,3.536504092,10.88916035,1.169389045,2.195598661,3.908121928,0,14.31353721,0.008219625,76.1437496,19.08427717,0.419987675,42.42286775,2.900481671,43.8613775,16.78060477,1.900526187,1.859373856,40.01151518,6.719030598,8.730066814,0,56.51531207,0.001080623,20.32508363,11.70016735,1.971771946,27.5094023,4.867560201,5.878796897,0.91529715,52.12905475,0.016931798
CL90000102,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000440,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000357,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL129448,NCI-H1781,Lung,0.423177582,3.132795633,36.36343406,18.34378491,6.602025309,8.594640859,50.32440226,19.46969211,0.00138425,194.8225986,37.63831498,0.309440542,67.46849148,11.25076884,12.13565616,142.231978,4.474828833,0.04116307,59.81835052,15.75434634,9.764047091,0,21.91017483,6.336369594,16.35544774,16.18999835,2.318296141,71.20550173,2.265168134,15.12815314,3.950429732,59.2474339,2.098666798
CL90000180,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586475,NCI-H1882,Lung,0.157943354,4.464410233,43.01251004,9.805476092,6.986782735,4.903081636,66.31894836,18.40084549,0.002980652,72.96747016,47.73847739,0.08328827,52.23074767,9.159322293,3.117931027,2.31690139,3.652470988,0.072015792,30.73645923,18.13653113,16.84102872,0,2.389761208,0.063089803,18.97043389,3.908093106,3.328664965,103.5165444,5.993685534,28.8843379,3.961456847,30.7726498,1.28938195
CL587153,HCC1261,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL130851,NCI-H345,Lung,1.375255198,4.121844737,39.97712008,4.292363156,5.573309884,12.07594946,15.17069788,8.047773082,0.456737274,61.61607043,31.66739653,0.48296122,38.55748377,17.68919211,2.240203471,4.300015407,5.553877399,0.01667715,21.64480325,4.057570279,12.80749581,0,29.5076802,0.006055782,23.34722685,1.12625565,8.117540898,30.42444574,2.911347473,0.725061075,3.287876276,25.27163939,0.005545248
CL90000856,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586747,A549 GDC-0349R,Lung,0.002155657,4.077280637,12.43252414,1.256983792,2.82038145,4.427879624,0,14.44611155,0,87.4985878,18.79956167,0.51198884,44.98425236,2.632499546,42.72117374,13.83246134,2.348963451,1.462544018,31.5566799,7.866363043,9.724966001,0,70.9616388,0.00032446,18.684528,11.54730415,2.310796338,26.91352934,5.409756615,6.001548676,1.12369199,58.80762402,0.074078611
CL586357,HCC10,Colon,0,2.896767887,8.456640147,2.797584478,3.530344522,7.368397014,11.50050688,3.233383879,0.003680136,100.8548505,28.29797799,0.034805338,41.44286308,1.806088671,4.360297317,23.44398604,3.127311245,0.082076406,47.19536531,5.596270514,20.09207646,0,20.15859036,0,37.30322852,5.449919675,2.371782183,20.32635524,7.18928825,3.207937501,0.984513261,39.75020119,0
CL90000548,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586608,CCK-81,Colon,0,4.200699427,10.20331023,0.191487196,3.009099673,3.499209626,0.092096728,3.280913466,0,137.537644,31.03920946,0.00309974,77.41835444,1.223191126,5.755296529,18.07236069,3.924350589,0.026802118,244.7053697,4.35198262,12.3634182,0,32.09298135,0,33.17533101,1.410877873,2.334180588,25.23050757,11.20868296,3.360413951,0.909015478,50.99697909,0.007426548
CL90000147,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL588476,CUTO-17,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587221,HCC4004,Lung,4.819801611,2.769514199,29.01386838,11.55881657,4.584633852,3.723222888,73.63304357,16.91615198,0,80.58458424,36.37978299,0.1365199,43.56785922,9.714349982,1.219905077,4.345679572,2.342008031,0.16191725,14.60177958,5.733460094,6.484438143,0,4.046176663,0,21.85890825,0.105749517,2.966066356,39.1644466,3.439681393,0.809699161,1.790685094,32.17201233,0.460231621
CL586732,NCI-H2691,Lung,0.006796817,5.57357856,12.37564021,3.121919545,2.421996396,6.759073184,0.078092348,7.677156147,0.106718269,95.84694375,24.68375198,0.473109852,59.67512289,1.636680617,28.93275682,13.15938119,2.837626785,0.136359261,31.85146173,2.368322681,8.103123866,0,136.8539859,0.000511514,49.57362938,12.78324228,4.397218418,29.43970236,7.15551528,12.01739191,0.56722476,38.85133453,0.003434867
CL587065,HCC1438,Lung,0.009015184,3.480454932,30.53834777,2.859690727,3.931710612,9.813459044,55.0058881,11.56826131,0.780732945,67.74182633,36.95767637,0.078916016,62.42424981,1.614304412,14.09259325,12.24693912,3.620882697,0.168532949,106.8647468,5.814166715,5.019733141,0,17.69921359,0.000339232,39.09657426,15.16523939,6.860585235,30.57490965,6.411828402,5.466059997,1.908303443,1.229783448,0.047837466
CL90000930,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586412,HCC122,Lung,0.009922225,2.881676996,15.12785288,11.72232406,8.461083874,6.6868442,9.665976648,12.84937324,0.254783137,193.1067409,18.46751806,0.581830302,29.06532291,1.789929866,27.75190896,131.2862809,2.797185177,0.04222525,110.3595842,6.027350063,8.262528227,0,54.75426766,1.081756734,31.18526871,6.099698109,3.495062688,44.52622356,3.088090507,19.70635513,2.299687708,53.89082338,1.340498911
CL90000400,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586435,COR-L51,Lung,0.003619326,5.653233321,22.78895265,1.497367496,4.417773709,5.972145147,59.02718321,13.69170946,0.278811404,39.14901952,49.24500858,0.032064128,79.64284715,13.9179186,0.061079514,3.300332241,5.009590208,0.006601065,20.01954099,4.724969167,6.524709344,0,4.756761919,0,11.92682431,0.751396235,6.916969968,42.90831786,6.779802457,0.104360007,1.549708205,21.75789793,0.021948922
CL90000815,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90001040,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586199,HCC95 (NCI-H460),Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000618,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000160,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL588477,CUTO-18,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586377,NCI-H865,Lung,0.04653346,6.543243481,18.08116895,1.381775087,3.445828659,1.61638459,38.07593722,12.05575747,0.04742081,31.88279092,28.59896187,0.454528329,28.53450484,7.012111374,2.195495297,2.150997616,1.438640453,0.026113697,13.03872796,5.5518911,10.3841391,0,1.926940194,0.001616312,10.32112891,0.961953602,3.985088565,21.03863324,4.097909311,0.329703659,0.984741764,2.460025376,0.06150426
CL586433,COR-L32,Lung,0,10.4457286,25.63151819,0.778267469,5.389869366,5.817012202,44.16061934,29.396476,0.085810744,42.12840883,20.68274854,0.025032055,47.31720922,5.243030115,3.952752262,1.960322059,11.45757258,0.07974158,4.008490417,10.22646388,4.992483763,0,8.830863552,0,14.50500776,7.368933325,2.564038011,35.8108153,7.041054447,1.330717882,2.916669157,6.609859837,0.037877905
CL90000615,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587125,NCI-H2195,Lung,0,6.500079631,16.65002911,15.41017107,3.092020035,6.45588971,82.03523434,13.73072174,0,47.40087773,52.12003052,0.392098992,55.0471216,5.081652907,36.00558756,0.93578807,2.638285176,0.229622704,44.93823315,6.983371462,12.44463529,0,152.3349244,0.004458837,19.9798791,12.62529085,5.502994761,35.99929597,1.834216448,8.259973784,1.205057533,12.24897782,2.084678134
CL90000655,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000997,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586336,CPC-N,Lung,0.738037355,12.73776659,18.54250356,0.030433246,5.937618261,8.594571493,34.62143671,12.67690804,0.444637621,30.83184066,63.78757468,0.411194037,71.68783281,6.787125913,0.18302958,0.91390021,2.6604543,0.425968652,11.77770242,8.404679349,6.061083174,0,0.178078544,0.004218466,9.776893418,3.899468021,20.08790898,28.72304664,4.777719515,0.112239688,4.397133415,31.20880405,0.028327405
CL588472,CUTO-14,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000866,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000534,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90001043,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586818,LS 123,Colon,0.017040831,2.193827719,13.20746271,3.334692248,3.243348273,8.002432284,9.377646894,13.70029851,0.007166832,57.50653064,27.37007024,0.387174337,89.03647481,2.178836239,25.13279264,22.61520722,3.08436114,0.066599409,35.05031595,10.18488511,14.81922899,0,69.80484198,6.74462527,13.64542282,9.670493899,5.159178588,44.01558873,3.194261234,24.51520865,0.938220204,55.22921558,0.211604781
CL90000403,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000516,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000367,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586851,NCI-H2330,Lung,2.216648569,6.138734667,23.28050523,3.621280851,5.847613052,8.49188259,106.4298081,18.02581432,0.001085456,63.11054028,48.29916776,0.75220573,26.78935182,6.34898432,0.841931547,2.408845648,3.161836735,0.00403474,17.2356205,6.630278569,8.361757279,0,24.50069964,0.016648733,11.27950389,2.357175448,8.202147543,35.00815245,10.24198624,0.053156248,2.526232356,4.715625196,0.011179784
CL90000307,NA,Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000497,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000996,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586476,NCI-H2081,Lung,0.021774051,8.127229032,28.55561388,2.593415725,7.404368139,7.041904258,34.55812446,14.0361674,5.121507791,48.53527648,40.48527798,0.275570652,14.15174342,10.33929742,0.112454674,1.261538651,5.22090929,0.009928088,16.09064817,14.58811667,9.948450108,0,27.88969609,0.004916008,15.07782757,1.264114792,5.76420889,68.36342834,5.072605248,1.19681089,2.560206836,0.010277689,0.156804452
CL90000471,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL90000657,NA,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
